P	pair_id	pair_name	exposure	outcome	direction	LCV_gcp	LCV_gcp_se	LCV_gcp_p	LCV_status	MR_IVW_beta	MR_IVW_se	MR_IVW_p	MR_IVW_OR	MR_IVW_OR_lci95	MR_IVW_OR_uci95	MR_status	MR_Egger_beta	MR_Egger_se	MR_Egger_p	MR_Egger_OR	MR_Egger_OR_lci95	MR_Egger_OR_uci95	weighted_median_beta	weighted_median_se	weighted_median_p	weighted_median_OR	weighted_median_OR_lci95	weighted_median_OR_uci95	MR_PRESSO_beta	MR_PRESSO_se	MR_PRESSO_p	MR_PRESSO_OR	MR_PRESSO_OR_lci95	MR_PRESSO_OR_uci95	n_instruments_raw	n_instruments_after_strength_filter	n_instruments_after_clump	n_instruments_after_harmonise	n_palindromic_removed	egger_intercept	egger_p	heterogeneity_q	heterogeneity_p	mr_presso_global_p	n_outlier	sensitivity_status	mr_presso_analysis	interpretation_note
P26	NASAL_POLYPS_GCST90018883__H8_MIDDLEMASTOID	Nasal polyps – Middlemastoid	NASAL_POLYPS_GCST90018883	H8_MIDDLEMASTOID	NASAL_POLYPS_GCST90018883_to_H8_MIDDLEMASTOID	0.419936632956272	0.219320885191293	0.0754461234219925	success	0.0787714067592183	0.0125154808313636	3.09551922426235e-10	1.08195696575021	1.05573907251389	1.10882594592994	eligible	0.0858725861669063	0.0317213030240762	0.0155444068852153	1.08966748074925	1.02398188111764	1.15956662954469	0.0881274509803922	0.0125154808313636	1.90214738154103e-12	1.0921273058543	1.06566296576337	1.11924885307257	0.0607420656557627	0.0170765041289472	0.00315639515359516	1.06262479140713	1.02764740562701	1.09879268037864	4421	4421	22	18	3	0.00700508804044256	0.221989762295302	109.645777871829	1.40684625881833e-15	5e-04	3	eligible	Outlier-corrected	LCV: undetermined;shared_genetics_only; MR: nominal IVW P<0.05 in trait1_to_trait2, trait2_to_trait1. Exploratory directional evidence only; evidence grades unchanged.
P27	NASAL_POLYPS_GCST90018883__H7_ALLERGICCONJUNCTIVITIS	Nasal polyps – Allergic conjunctivitis	H7_ALLERGICCONJUNCTIVITIS	NASAL_POLYPS_GCST90018883	H7_ALLERGICCONJUNCTIVITIS_to_NASAL_POLYPS_GCST90018883	0.412984822503161	0.125272158954903	1.80274202586699e-05	success	0.516523275550146	0.0782451803161274	4.07449542201156e-11	1.67618985712235	1.43786981344541	1.95401030805946	eligible	0.530350569888592	0.216404296598336	0.0235802706016404	1.69952800753966	1.11204220423382	2.59737934173262	0.349700040399137	0.0782451803161274	7.84813624901353e-06	1.41864194949224	1.21693997049008	1.65377506669345	0.39854324120061	0.143158030890946	0.0132737035246709	1.48965305105252	1.12519178946895	1.9721670858951	2465	2465	26	22	4	-0.00591410857118643	0.671554350075321	150.996798495833	1.13507091578986e-21	5e-04	5	eligible	Outlier-corrected	LCV: trait1_to_trait2;moderate_partial_causality; MR: nominal IVW P<0.05 in trait1_to_trait2, trait2_to_trait1. Exploratory directional evidence only; evidence grades unchanged.
P27	NASAL_POLYPS_GCST90018883__H7_ALLERGICCONJUNCTIVITIS	Nasal polyps – Allergic conjunctivitis	NASAL_POLYPS_GCST90018883	H7_ALLERGICCONJUNCTIVITIS	NASAL_POLYPS_GCST90018883_to_H7_ALLERGICCONJUNCTIVITIS	0.412984822503161	0.125272158954903	1.80274202586699e-05	success	0.0931829848099698	0.0133150386169373	2.59038263821114e-12	1.09766257246968	1.06938691660014	1.12668586486108	eligible	0.0954832312207517	0.0312619668048716	0.00757048521484213	1.10019037302976	1.03480166080718	1.16971097240334	0.101300990383235	0.0133150386169373	2.78341285527167e-14	1.1066096705105	1.07810353847135	1.13586953309115	0.0877329303471263	0.0265145292428293	0.00565055120228978	1.09169652407972	1.03641169410438	1.14993038718812	4421	4421	22	18	3	0.00227734845408888	0.680283866277361	86.4301936505698	2.70636737248177e-11	5e-04	4	eligible	Outlier-corrected	LCV: trait1_to_trait2;moderate_partial_causality; MR: nominal IVW P<0.05 in trait1_to_trait2, trait2_to_trait1. Exploratory directional evidence only; evidence grades unchanged.
P28	NASAL_POLYPS_GCST90018883__J10_CHRONTONSADEN	Nasal polyps – Chronic tonsil and adenoid disease	J10_CHRONTONSADEN	NASAL_POLYPS_GCST90018883	J10_CHRONTONSADEN_to_NASAL_POLYPS_GCST90018883	0.26186281385629	0.21979806525124	0.402060542146931	success	0.0783524938743223	0.0577447639066622	0.174820560973393	1.08150381495834	0.965772245392895	1.2111038677588	eligible	0.0853359239044019	0.0771416458396692	0.272770576039794	1.08908285422118	0.93626033832559	1.26685005741008	0.0788984029648267	0.0577447639066622	0.171835410555093	1.08209437890479	0.966299613175348	1.21176520086721	0.0823390954766879	0.0623557381904409	0.191454164700436	1.08582394539783	0.960906517155636	1.22698058484325	6275	6275	78	66	11	-0.00296237797716979	0.476085584139141	113.298269877779	0.000195718587788056	5e-04	2	eligible	Outlier-corrected	LCV: undetermined;shared_genetics_only; MR: no eligible direction with nominal IVW P<0.05. Exploratory directional evidence only; evidence grades unchanged.
P28	NASAL_POLYPS_GCST90018883__J10_CHRONTONSADEN	Nasal polyps – Chronic tonsil and adenoid disease	NASAL_POLYPS_GCST90018883	J10_CHRONTONSADEN	NASAL_POLYPS_GCST90018883_to_J10_CHRONTONSADEN	0.26186281385629	0.21979806525124	0.402060542146931	success	0.00523023522355803	0.010039963542628	0.602407416450534	1.00524393678085	0.985655779523722	1.02522137385827	eligible	0.00410760388222377	0.0201785673523458	0.841261672242084	1.00411605164978	0.965178338358782	1.04462460988837	0.0310003266194883	0.010039963542628	0.0020171664025231	1.03148584078985	1.01138633447241	1.05198478908156	-0.0102789136249948	0.016369413864289	0.5401554782413	0.989773733866911	0.958521807750074	1.02204460694783	4421	4421	22	18	3	-0.00110904469738679	0.755905163670152	63.0215602851329	3.30558932480669e-07	5e-04	3	eligible	Outlier-corrected	LCV: undetermined;shared_genetics_only; MR: no eligible direction with nominal IVW P<0.05. Exploratory directional evidence only; evidence grades unchanged.
P29	NASAL_POLYPS_GCST90018883__H8_SUP_ACUTE	Nasal polyps – Sup Acute	H8_SUP_ACUTE	NASAL_POLYPS_GCST90018883	H8_SUP_ACUTE_to_NASAL_POLYPS_GCST90018883	0.221097667208326	0.217767257491667	0.455297977721069	success	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	insufficient_instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	551	551	3	3	0	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	Not estimable: insufficient instruments	insufficient_instruments	Not estimable: insufficient instruments	LCV: undetermined;shared_genetics_only; MR: nominal IVW P<0.05 in trait1_to_trait2. Exploratory directional evidence only; evidence grades unchanged.
P29	NASAL_POLYPS_GCST90018883__H8_SUP_ACUTE	Nasal polyps – Sup Acute	NASAL_POLYPS_GCST90018883	H8_SUP_ACUTE	NASAL_POLYPS_GCST90018883_to_H8_SUP_ACUTE	0.221097667208326	0.217767257491667	0.455297977721069	success	0.0801246927690749	0.019352232857899	3.4680166276005e-05	1.08342215416111	1.04309714990818	1.12530607933348	eligible	0.0892160006993339	0.0329422380616105	0.0155074849660449	1.09331678801391	1.02495551751115	1.16623753765982	0.071118321979204	0.019352232857899	0.000237903999596151	1.07370826163925	1.03374480874998	1.11521665826445	0.067261361267886	0.0304980886632995	0.0423975183994045	1.06957498712134	1.00751319093034	1.13545972735031	4421	4421	22	18	3	0.00897646719539445	0.136672259007991	51.8187935433572	2.19528083795372e-05	5e-04	1	eligible	Outlier-corrected	LCV: undetermined;shared_genetics_only; MR: nominal IVW P<0.05 in trait1_to_trait2. Exploratory directional evidence only; evidence grades unchanged.
P30	NASAL_POLYPS_GCST90018883__L12_PSORIASIS	Nasal polyps – Psoriasis	L12_PSORIASIS	NASAL_POLYPS_GCST90018883	L12_PSORIASIS_to_NASAL_POLYPS_GCST90018883	-0.200792458248421	0.478075264925583	0.641978261068178	success	-0.066365853721612	0.0280132166763968	0.0178318753912313	0.935788439973427	0.885793205130165	0.988605466057078	eligible	-0.063039054474425	0.0449451968448717	0.169078667993447	0.938906804461307	0.859734515508372	1.02537000848741	-0.131633209360641	0.0280132166763968	2.61479387728224e-06	0.876662487709895	0.829826103459862	0.926142373870112	-0.0558994078537638	0.0321997160499305	0.091356972224663	0.945634254485437	0.887798166935109	1.00723810496625	19528	19528	49	39	10	-0.00540811162224888	0.429851960854432	96.051922905264	6.29471521902056e-07	5e-04	3	eligible	Outlier-corrected	LCV: undetermined;shared_genetics_only; MR: nominal IVW P<0.05 in trait1_to_trait2, trait2_to_trait1. Exploratory directional evidence only; evidence grades unchanged.
P30	NASAL_POLYPS_GCST90018883__L12_PSORIASIS	Nasal polyps – Psoriasis	NASAL_POLYPS_GCST90018883	L12_PSORIASIS	NASAL_POLYPS_GCST90018883_to_L12_PSORIASIS	-0.200792458248421	0.478075264925583	0.641978261068178	success	-0.0452539026367616	0.0198351831129721	0.0225190782574933	0.955754782364046	0.919310945778863	0.993643345819008	eligible	-0.0522803950985368	0.0608597237965195	0.403010281314161	0.949062716997027	0.842345131576608	1.06930046489129	-0.0605935517970402	0.0198351831129721	0.00225171494808114	0.941205713413716	0.905316646630448	0.978517514573256	-0.0536334444216923	0.0302923824958899	0.102015248642365	0.947779456683188	0.893144842050071	1.00575612847834	4421	4421	22	18	3	-0.00696196291815419	0.519580175162716	149.955071444728	2.49769353043826e-23	5e-04	5	eligible	Outlier-corrected	LCV: undetermined;shared_genetics_only; MR: nominal IVW P<0.05 in trait1_to_trait2, trait2_to_trait1. Exploratory directional evidence only; evidence grades unchanged.
P31	NASAL_POLYPS_GCST90018883__K11_IBD_STRICT	Nasal polyps – Ibd	K11_IBD_STRICT	NASAL_POLYPS_GCST90018883	K11_IBD_STRICT_to_NASAL_POLYPS_GCST90018883	-0.298885661377758	0.421247287642239	0.633311453551583	success	-0.0671569000579942	0.0259195586429665	0.00957047484168891	0.935048480665993	0.888732281049215	0.983778444689312	eligible	-0.0642449495959613	0.0490704218363376	0.195799833978224	0.93777526372308	0.85178342847554	1.03244840865808	-0.0496879596136264	0.0259195586429665	0.0552371195158398	0.951526292812908	0.904393889916381	1.00111499647348	0.0178976689445182	0.0393168863900499	0.65084901464869	1.01805879202851	0.942552716705635	1.09961351302352	9626	9626	73	58	12	-0.00673240458426906	0.278838723835727	204.393898331464	1.78411220099511e-18	5e-04	5	eligible	Outlier-corrected	LCV: undetermined;shared_genetics_only; MR: nominal IVW P<0.05 in trait1_to_trait2, trait2_to_trait1. Exploratory directional evidence only; evidence grades unchanged.
P31	NASAL_POLYPS_GCST90018883__K11_IBD_STRICT	Nasal polyps – Ibd	NASAL_POLYPS_GCST90018883	K11_IBD_STRICT	NASAL_POLYPS_GCST90018883_to_K11_IBD_STRICT	-0.298885661377758	0.421247287642239	0.633311453551583	success	-0.0821474389485906	0.0213546739055191	0.000119664190618633	0.921136137340318	0.883377544271815	0.960508662480964	eligible	-0.0981754699203301	0.0534254742942751	0.0847616625811987	0.906489828099916	0.81636852716969	1.00655988208841	-0.019584475639967	0.0213546739055191	0.359087684355696	0.980606054365702	0.940409710452615	1.0225205282024	-0.0358560409342727	0.0264148117645044	0.19962778863596	0.964779172194721	0.916100621086945	1.01604434019087	4421	4421	22	18	3	-0.0158541120718241	0.106903909779269	114.759330207582	1.52546566254312e-16	5e-04	5	eligible	Outlier-corrected	LCV: undetermined;shared_genetics_only; MR: nominal IVW P<0.05 in trait1_to_trait2, trait2_to_trait1. Exploratory directional evidence only; evidence grades unchanged.
